OID_,latitude,longitude,activitystartdate,resultmeasurevalue_mg_l,chlor_a,nflh,poc,sst,Rrs_412,Rrs_443,Rrs_469,Rrs_488,Rrs_531,Rrs_547,Rrs_555,Rrs_645,Rrs_667,Rrs_678
12364,26.9948,-90.9998,5/21/2010 0:00,2.814,0.12181,0.0193086,41.6749992,26.1084366,0.0084425,0.0073973,0.0066895,0.0057268,0.0024133,0.0017458,0.0014605,0.0001223,0.0001448,0.0001435
12365,26.9948,-90.9998,5/21/2010 0:00,2.808,0.12181,0.0193086,41.6749992,26.1084366,0.0084425,0.0073973,0.0066895,0.0057268,0.0024133,0.0017458,0.0014605,0.0001223,0.0001448,0.0001435
12366,26.9948,-90.9998,5/21/2010 0:00,2.798,0.12181,0.0193086,41.6749992,26.1084366,0.0084425,0.0073973,0.0066895,0.0057268,0.0024133,0.0017458,0.0014605,0.0001223,0.0001448,0.0001435
12367,26.9948,-90.9998,5/21/2010 0:00,2.782,0.12181,0.0193086,41.6749992,26.1084366,0.0084425,0.0073973,0.0066895,0.0057268,0.0024133,0.0017458,0.0014605,0.0001223,0.0001448,0.0001435
12368,26.9948,-90.9998,5/21/2010 0:00,2.777,0.12181,0.0193086,41.6749992,26.1084366,0.0084425,0.0073973,0.0066895,0.0057268,0.0024133,0.0017458,0.0014605,0.0001223,0.0001448,0.0001435
12369,26.9948,-90.9998,5/21/2010 0:00,2.772,0.12181,0.0193086,41.6749992,26.1084366,0.0084425,0.0073973,0.0066895,0.0057268,0.0024133,0.0017458,0.0014605,0.0001223,0.0001448,0.0001435
12370,26.9948,-90.9998,5/21/2010 0:00,2.77,0.12181,0.0193086,41.6749992,26.1084366,0.0084425,0.0073973,0.0066895,0.0057268,0.0024133,0.0017458,0.0014605,0.0001223,0.0001448,0.0001435
12371,26.9948,-90.9998,5/21/2010 0:00,2.773,0.12181,0.0193086,41.6749992,26.1084366,0.0084425,0.0073973,0.0066895,0.0057268,0.0024133,0.0017458,0.0014605,0.0001223,0.0001448,0.0001435
12372,26.9948,-90.9998,5/21/2010 0:00,2.765,0.12181,0.0193086,41.6749992,26.1084366,0.0084425,0.0073973,0.0066895,0.0057268,0.0024133,0.0017458,0.0014605,0.0001223,0.0001448,0.0001435
12373,26.9948,-90.9998,5/21/2010 0:00,2.759,0.12181,0.0193086,41.6749992,26.1084366,0.0084425,0.0073973,0.0066895,0.0057268,0.0024133,0.0017458,0.0014605,0.0001223,0.0001448,0.0001435
12374,26.9948,-90.9998,5/21/2010 0:00,2.752,0.12181,0.0193086,41.6749992,26.1084366,0.0084425,0.0073973,0.0066895,0.0057268,0.0024133,0.0017458,0.0014605,0.0001223,0.0001448,0.0001435
12375,26.9948,-90.9998,5/21/2010 0:00,2.745,0.12181,0.0193086,41.6749992,26.1084366,0.0084425,0.0073973,0.0066895,0.0057268,0.0024133,0.0017458,0.0014605,0.0001223,0.0001448,0.0001435
12376,26.9948,-90.9998,5/21/2010 0:00,2.74,0.12181,0.0193086,41.6749992,26.1084366,0.0084425,0.0073973,0.0066895,0.0057268,0.0024133,0.0017458,0.0014605,0.0001223,0.0001448,0.0001435
12377,26.9948,-90.9998,5/21/2010 0:00,2.737,0.12181,0.0193086,41.6749992,26.1084366,0.0084425,0.0073973,0.0066895,0.0057268,0.0024133,0.0017458,0.0014605,0.0001223,0.0001448,0.0001435
12378,26.9948,-90.9998,5/21/2010 0:00,2.736,0.12181,0.0193086,41.6749992,26.1084366,0.0084425,0.0073973,0.0066895,0.0057268,0.0024133,0.0017458,0.0014605,0.0001223,0.0001448,0.0001435
12379,26.9948,-90.9998,5/21/2010 0:00,2.735,0.12181,0.0193086,41.6749992,26.1084366,0.0084425,0.0073973,0.0066895,0.0057268,0.0024133,0.0017458,0.0014605,0.0001223,0.0001448,0.0001435
12380,26.9948,-90.9998,5/21/2010 0:00,2.703,0.12181,0.0193086,41.6749992,26.1084366,0.0084425,0.0073973,0.0066895,0.0057268,0.0024133,0.0017458,0.0014605,0.0001223,0.0001448,0.0001435
12381,27.0096,-90.5005,5/21/2010 0:00,4.455,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12382,27.0096,-90.5005,5/21/2010 0:00,4.456,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12383,27.0096,-90.5005,5/21/2010 0:00,4.458,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12384,27.0096,-90.5005,5/21/2010 0:00,4.464,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12385,27.0096,-90.5005,5/21/2010 0:00,4.475,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12386,27.0096,-90.5005,5/21/2010 0:00,4.488,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12387,27.0096,-90.5005,5/21/2010 0:00,4.502,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12388,27.0096,-90.5005,5/21/2010 0:00,4.513,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12389,27.0096,-90.5005,5/21/2010 0:00,4.536,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12390,27.0096,-90.5005,5/21/2010 0:00,4.55,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12391,27.0096,-90.5005,5/21/2010 0:00,4.558,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12392,27.0096,-90.5005,5/21/2010 0:00,4.566,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12393,27.0096,-90.5005,5/21/2010 0:00,4.573,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12394,27.0096,-90.5005,5/21/2010 0:00,4.581,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12395,27.0096,-90.5005,5/21/2010 0:00,4.591,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12396,27.0096,-90.5005,5/21/2010 0:00,4.598,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12397,27.0096,-90.5005,5/21/2010 0:00,4.628,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12398,27.0096,-90.5005,5/21/2010 0:00,4.695,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12399,27.0096,-90.5005,5/21/2010 0:00,4.777,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12400,27.0096,-90.5005,5/21/2010 0:00,4.848,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12401,27.0096,-90.5005,5/21/2010 0:00,4.917,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12402,27.0096,-90.5005,5/21/2010 0:00,4.964,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12403,27.0096,-90.5005,5/21/2010 0:00,4.998,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12404,27.0096,-90.5005,5/21/2010 0:00,5.025,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12405,27.0096,-90.5005,5/21/2010 0:00,5.041,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12406,27.0096,-90.5005,5/21/2010 0:00,5.052,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12407,27.0096,-90.5005,5/21/2010 0:00,5.063,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12408,27.0096,-90.5005,5/21/2010 0:00,5.078,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12409,27.0096,-90.5005,5/21/2010 0:00,5.085,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12410,27.0096,-90.5005,5/21/2010 0:00,5.087,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12411,27.0096,-90.5005,5/21/2010 0:00,5.091,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12412,27.0096,-90.5005,5/21/2010 0:00,5.094,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12413,27.0096,-90.5005,5/21/2010 0:00,5.098,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12414,27.0096,-90.5005,5/21/2010 0:00,5.104,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12415,27.0096,-90.5005,5/21/2010 0:00,5.102,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12416,27.0096,-90.5005,5/21/2010 0:00,5.101,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12417,27.0096,-90.5005,5/21/2010 0:00,5.096,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12418,27.0096,-90.5005,5/21/2010 0:00,5.088,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12419,27.0096,-90.5005,5/21/2010 0:00,5.071,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12420,27.0096,-90.5005,5/21/2010 0:00,5.065,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12421,27.0096,-90.5005,5/21/2010 0:00,5.07,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12422,27.0096,-90.5005,5/21/2010 0:00,5.08,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12423,27.0096,-90.5005,5/21/2010 0:00,5.09,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12424,27.0096,-90.5005,5/21/2010 0:00,5.093,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12425,27.0096,-90.5005,5/21/2010 0:00,5.099,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12426,27.0096,-90.5005,5/21/2010 0:00,5.106,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12427,27.0096,-90.5005,5/21/2010 0:00,5.086,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12428,27.0096,-90.5005,5/21/2010 0:00,5.073,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12429,27.0096,-90.5005,5/21/2010 0:00,5.06,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12430,27.0096,-90.5005,5/21/2010 0:00,5.047,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12431,27.0096,-90.5005,5/21/2010 0:00,5.034,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12432,27.0096,-90.5005,5/21/2010 0:00,5.023,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12433,27.0096,-90.5005,5/21/2010 0:00,5.014,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12434,27.0096,-90.5005,5/21/2010 0:00,5.001,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12435,27.0096,-90.5005,5/21/2010 0:00,4.991,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12436,27.0096,-90.5005,5/21/2010 0:00,4.989,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12437,27.0096,-90.5005,5/21/2010 0:00,4.987,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12438,27.0096,-90.5005,5/21/2010 0:00,4.985,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12439,27.0096,-90.5005,5/21/2010 0:00,4.984,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12440,27.0096,-90.5005,5/21/2010 0:00,4.983,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12441,27.0096,-90.5005,5/21/2010 0:00,4.98,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12442,27.0096,-90.5005,5/21/2010 0:00,4.976,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12443,27.0096,-90.5005,5/21/2010 0:00,4.968,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12444,27.0096,-90.5005,5/21/2010 0:00,4.957,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12445,27.0096,-90.5005,5/21/2010 0:00,4.944,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12446,27.0096,-90.5005,5/21/2010 0:00,4.931,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12447,27.0096,-90.5005,5/21/2010 0:00,4.918,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12448,27.0096,-90.5005,5/21/2010 0:00,4.902,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12449,27.0096,-90.5005,5/21/2010 0:00,4.884,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12450,27.0096,-90.5005,5/21/2010 0:00,4.865,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12451,27.0096,-90.5005,5/21/2010 0:00,4.841,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12452,27.0096,-90.5005,5/21/2010 0:00,4.815,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12453,27.0096,-90.5005,5/21/2010 0:00,4.789,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12454,27.0096,-90.5005,5/21/2010 0:00,4.766,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12455,27.0096,-90.5005,5/21/2010 0:00,4.742,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12456,27.0096,-90.5005,5/21/2010 0:00,4.718,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12457,27.0096,-90.5005,5/21/2010 0:00,4.678,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12458,27.0096,-90.5005,5/21/2010 0:00,4.665,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12459,27.0096,-90.5005,5/21/2010 0:00,4.654,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12460,27.0096,-90.5005,5/21/2010 0:00,4.643,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12461,27.0096,-90.5005,5/21/2010 0:00,4.633,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12462,27.0096,-90.5005,5/21/2010 0:00,4.623,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12463,27.0096,-90.5005,5/21/2010 0:00,4.613,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12464,27.0096,-90.5005,5/21/2010 0:00,4.605,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12465,27.0096,-90.5005,5/21/2010 0:00,4.6,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12466,27.0096,-90.5005,5/21/2010 0:00,4.597,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12467,27.0096,-90.5005,5/21/2010 0:00,4.602,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12468,27.0096,-90.5005,5/21/2010 0:00,4.604,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12469,27.0096,-90.5005,5/21/2010 0:00,4.607,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12470,27.0096,-90.5005,5/21/2010 0:00,4.603,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12471,27.0096,-90.5005,5/21/2010 0:00,4.601,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12472,27.0096,-90.5005,5/21/2010 0:00,4.595,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12473,27.0096,-90.5005,5/21/2010 0:00,4.585,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12474,27.0096,-90.5005,5/21/2010 0:00,4.579,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12475,27.0096,-90.5005,5/21/2010 0:00,4.574,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12476,27.0096,-90.5005,5/21/2010 0:00,4.568,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12477,27.0096,-90.5005,5/21/2010 0:00,4.559,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12478,27.0096,-90.5005,5/21/2010 0:00,4.548,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12479,27.0096,-90.5005,5/21/2010 0:00,4.535,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12480,27.0096,-90.5005,5/21/2010 0:00,4.522,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12481,27.0096,-90.5005,5/21/2010 0:00,4.512,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12482,27.0096,-90.5005,5/21/2010 0:00,4.503,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12483,27.0096,-90.5005,5/21/2010 0:00,4.497,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12484,27.0096,-90.5005,5/21/2010 0:00,4.493,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12485,27.0096,-90.5005,5/21/2010 0:00,4.49,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12486,27.0096,-90.5005,5/21/2010 0:00,4.487,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
12487,27.0096,-90.5005,5/21/2010 0:00,4.48,0.114416,0.0261025,40.1599998,26.7102928,0.0091064,0.007718,0.0069304,0.0058524,0.0024012,0.0017564,0.0014672,0.0001028,0.0001552,0.0001584
